(5.5, 1.0, -3.3);26

(5.6, 1.0, -3.4);25

(5.6, 1.0, -3.3);25

(5.6, 1.0, -3.2);25

(5.7, 1.0, -3.5);25

(5.7, 1.0, -3.4);25

(5.7, 1.0, -3.3);25

(5.7, 1.0, -3.2);25

(5.7, 1.0, -3.1);25

(5.8, 1.0, -3.4);25

(5.8, 1.0, -3.3);25

(5.8, 1.0, -3.2);25

(5.9, 1.0, -3.3);25

(3.3, 1.0, -0.6);140

(3.3, 1.0, -0.5);140

(3.4, 1.0, -0.6);140

(3.4, 1.0, -0.5);140

(3.5, 1.0, -0.6);140

(3.5, 1.0, -0.5);140

(5.0, 1.0, -2.3);26

(5.1, 1.0, -2.4);26

(5.1, 1.0, -2.3);26

(5.1, 1.0, -2.2);26

(5.2, 1.0, -2.5);26

(5.2, 1.0, -2.4);26

(5.2, 1.0, -2.3);26

(5.2, 1.0, -2.2);26

(5.2, 1.0, -2.1);26

(5.3, 1.0, -2.4);26

(5.3, 1.0, -2.3);26

(5.3, 1.0, -2.2);26

(5.4, 1.0, -2.3);25

(3.0, 1.0, -1.7);140

(3.0, 1.0, -1.6);140

(3.0, 1.0, -1.5);140

(3.1, 1.0, -1.7);140

(3.1, 1.0, -1.6);140

(3.1, 1.0, -1.5);140

(3.2, 1.0, -1.7);140

(3.2, 1.0, -1.6);140

(3.2, 1.0, -1.5);140

(7.4, 1.0, -3.5);20

(7.5, 1.0, -3.6);20

(7.5, 1.0, -3.5);20

(7.5, 1.0, -3.4);20

(7.6, 1.0, -3.7);20

(7.6, 1.0, -3.6);20

(7.6, 1.0, -3.5);20

(7.6, 1.0, -3.4);19

(7.6, 1.0, -3.3);19

(7.7, 1.0, -3.6);20

(7.7, 1.0, -3.5);19

(7.7, 1.0, -3.4);19

(7.8, 1.0, -3.5);19

(2.2, 1.0, -3.1);140

(2.3, 1.0, -3.1);140

(2.3, 1.0, -3.0);140

(2.4, 1.0, -3.2);140

(2.4, 1.0, -3.1);140

(2.4, 1.0, -3.0);140

(2.4, 1.0, -2.9);140

(2.5, 1.0, -3.2);140

(2.5, 1.0, -3.1);140

(2.5, 1.0, -3.0);140

(2.6, 1.0, -3.1);140

(6.9, 1.0, -2.3);18

(7.0, 1.0, -2.4);18

(7.0, 1.0, -2.3);17

(7.0, 1.0, -2.2);17

(7.1, 1.0, -2.5);18

(7.1, 1.0, -2.4);17

(7.1, 1.0, -2.3);17

(7.1, 1.0, -2.2);16

(7.1, 1.0, -2.1);16

(7.2, 1.0, -2.4);17

(7.2, 1.0, -2.3);16

(7.2, 1.0, -2.2);16

(7.3, 1.0, -2.3);16

(1.3, 1.0, -0.6);140

(1.3, 1.0, -0.5);140

(1.3, 1.0, -0.4);140

(1.4, 1.0, -0.6);140

(1.4, 1.0, -0.5);140

(1.4, 1.0, -0.4);140

