(4.696768,1,-2.859442;241)|(4.696768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.796768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.696768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.696768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.796768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.596768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.596768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.796768,1,-2.859442;240)
(4.696768,1,-2.859442;241)|(4.596768,1,-2.859442;240)
(4.296769,1,-3.759441;241)|(4.296769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.396769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.196769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.296769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.196769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.396769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.296769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.196769,1,-3.759441;240)
(4.296769,1,-3.759441;241)|(4.396769,1,-3.759441;240)
(4.796768,1,-2.759442;241)|(4.696768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.796768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.896768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.796768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.696768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.896768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.796768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.896768,1,-2.759442;240)
(4.796768,1,-2.759442;241)|(4.696768,1,-2.759442;240)
(4.496768,1,-2.559442;241)|(4.396769,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.496768,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.596768,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.596768,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.396769,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.396769,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.496768,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.496768,1,-2.559442;240)
(4.496768,1,-2.559442;241)|(4.596768,1,-2.559442;240)
(4.396769,1,-3.959441;241)|(4.396769,1,-3.959441;240)
(4.396769,1,-3.959441;241)|(4.396769,1,-3.959441;240)
(4.396769,1,-3.959441;241)|(4.496768,1,-3.959441;240)
(4.396769,1,-3.959441;241)|(4.496768,1,-3.959441;240)
(4.396769,1,-3.959441;241)|(4.296769,1,-3.959441;240)
(4.396769,1,-3.959441;241)|(4.296769,1,-3.959441;240)
(4.896768,1,-2.959442;241)|(4.896768,1,-2.959442;240)
(4.896768,1,-2.959442;241)|(4.896768,1,-2.959442;240)
(4.896768,1,-2.959442;241)|(4.796768,1,-2.959442;240)
(4.896768,1,-2.959442;241)|(4.996768,1,-2.959442;240)
(4.896768,1,-2.959442;241)|(4.996768,1,-2.959442;240)
(4.896768,1,-2.959442;241)|(4.996768,1,-2.959442;240)
