(5.451871,1,-0.4594422);28
(5.451871,1,-0.4594422);28
(5.451871,1,-0.4594422);28
(5.451871,1,-0.4594422);28
(5.451871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.551871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.651871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.751871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.851871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(5.951871,1,-0.4594422);28
(6.051871,1,-0.4594422);28
(6.051871,1,-0.4594422);28
(6.051871,1,-0.4594422);28
(6.051871,1,-0.4594422);28
(6.051871,1,-0.4594422);28
(-0.4481259,1,-1.859442);62
(-0.4481259,1,-1.859442);62
(-0.4481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.3481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.2481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.1481259,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(-0.04812589,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.05187412,1,-1.859442);62
(0.1518741,1,-1.859442);62
(0.1518741,1,-1.859442);62
(0.1518741,1,-1.859442);62
(0.1518741,1,-1.859442);62
(0.1518741,1,-1.859442);62
(0.2518741,1,-1.859442);62
(5.251872,1,-3.259441);59
(5.351871,1,-3.259441);59
(5.351871,1,-3.259441);59
(5.351871,1,-3.259441);59
(5.351871,1,-3.259441);59
(5.351871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.451871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.551871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.651871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.751871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.851871,1,-3.259441);59
(5.951871,1,-3.259441);59
(5.951871,1,-3.259441);59
(5.951871,1,-3.259441);59
(5.951871,1,-3.259441);59
(5.951871,1,-3.259441);59
(6.051871,1,-3.259441);59
(3.051873,1,-0.4594422);28
(3.051873,1,-0.4594422);28
(3.051873,1,-0.4594422);28
(3.051873,1,-0.4594422);28
(3.051873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.151873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.251873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.351873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.451873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.551873,1,-0.4594422);28
(3.651873,1,-0.4594422);28
(3.651873,1,-0.4594422);28
(3.651873,1,-0.4594422);28
(3.651873,1,-0.4594422);28
(3.651873,1,-0.4594422);28
