Text is being written
100 search attempts were made, on average the following data:
The search type was normal
Success,RRTs,Nodes,NodesRej,NodesWasted,Time,RRTsF,NodesF,NodesRejF,NodesWatedF,TimeF
0.65,1,301.723076923077,0.553846153846154,0,3.26799328769231,1,2510.37142857143,9.37142857142857,0,24.4411081
--------------------------
--------------------------
1,159,0,2.3196425,1
1,35,0,0.7143968,1
1,2514,0,24.4347795,0
1,412,0,4.5915418,1
1,2512,0,24.43922,0
1,2509,0,24.2902041,0
1,79,0,1.2108391,1
1,1519,0,14.8419905,1
1,314,0,3.396077,1
1,689,0,7.2252252,1
1,161,0,1.8763908,1
1,57,0,0.7481173,1
1,28,0,0.7159052,1
1,2516,0,24.664894,0
1,2512,0,24.4721712,0
1,42,0,0.5775634,1
1,639,0,6.5938197,1
1,2503,0,24.3387066,0
1,84,0,0.9866652,1
1,88,0,1.0015881,1
1,84,0,0.9240171,1
1,138,0,2.1116036,1
1,2509,0,24.3168731,0
1,2505,0,24.3582087,0
1,24,0,0.9822526,1
1,110,0,1.2780714,1
1,2512,0,24.5036011,0
1,168,0,2.2053177,1
1,2512,0,24.5783333,0
1,43,0,0.7660372,1
1,24,0,0.3338836,1
1,665,0,6.6907311,1
1,2508,0,24.3424134,0
1,60,0,0.7150451,1
1,35,0,0.6086152,1
1,14,0,0.3218556,1
1,9,0,0.1770021,1
1,130,0,1.5887843,1
1,64,0,0.9140386,1
1,376,0,3.9151634,1
1,29,0,0.4682891,1
1,2510,0,24.5415543,0
1,2509,0,24.1628281,0
1,2515,0,24.4169149,0
1,135,0,2.2778165,1
1,2514,0,24.6768118,0
1,703,0,7.2966883,1
1,38,0,0.4843396,1
1,1483,0,14.6326298,1
1,324,0,3.5944573,1
1,920,0,9.2093655,1
1,151,0,1.8763174,1
1,2507,0,24.4052381,0
1,322,0,3.4761819,1
1,89,0,1.2633277,1
1,763,0,7.683488,1
1,448,0,5.1551093,1
1,2508,0,24.2123968,0
1,2110,0,20.8299079,1
1,2507,0,24.8844604,0
1,970,0,9.8024168,1
1,664,0,6.9239294,1
1,1422,0,14.0325917,1
1,103,0,1.2283395,1
1,2514,0,24.6337822,0
1,32,0,0.5545708,1
1,215,0,2.566713,1
1,42,0,0.6346849,1
1,2507,0,24.3067663,0
1,74,0,1.031552,1
1,2514,0,24.8124336,0
1,206,0,2.3872541,1
1,2504,0,24.7370239,0
1,111,0,1.3922275,1
1,2507,0,24.1443621,0
1,2510,0,24.0928974,0
1,16,0,0.4682725,1
1,66,0,0.8738206,1
1,2507,0,24.8816945,0
1,143,0,2.3791395,1
1,2511,0,24.146868,0
1,68,0,1.0770863,1
1,2516,0,24.8829307,0
1,111,0,1.206209,1
1,2510,0,24.3063656,0
1,33,0,0.6708124,1
1,13,0,0.2667287,1
1,2505,0,24.0735126,0
1,16,0,0.3373989,1
1,422,0,4.4318703,1
1,59,0,0.755621,1
1,2506,0,24.3543478,0
1,2508,0,24.1913768,0
1,17,0,0.4060796,1
1,2517,0,24.3209443,0
1,1007,0,9.8867055,1
1,37,0,0.5254402,1
1,2516,0,24.6973372,0
1,2512,0,24.4306124,0
1,2517,0,24.3859187,0
