(-2.387225,1,-1.521694;147)|(-2.487225,1,-1.521694;146)
(-2.387225,1,-1.521694;147)|(-2.387225,1,-1.521694;146)
(-2.487225,1,1.378306;147)|(-2.487225,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.587224,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.487225,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.387225,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.387225,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.487225,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.587224,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.587224,1,1.378306;146)
(-2.487225,1,1.378306;147)|(-2.387225,1,1.378306;146)
(-0.6872246,1,1.978306;147)|(-0.6872246,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.5872246,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.6872246,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.5872246,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.7872247,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.7872247,1,1.978306;146)
(-0.6872246,1,1.978306;147)|(-0.6872246,1,1.978306;146)
(4.012774,1,-1.521694;147)|(4.012774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(3.912774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(3.912774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(4.112774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(4.112774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(4.012774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(4.112774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(4.012774,1,-1.521694;146)
(4.012774,1,-1.521694;147)|(3.912774,1,-1.521694;146)
(2.812775,1,-1.621694;147)|(2.812775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.812775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.712775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.912775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.912775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.712775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.912775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.712775,1,-1.621694;146)
(2.812775,1,-1.621694;147)|(2.812775,1,-1.621694;146)
(5.912772,1,0.1783062;147)|(5.912772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(6.012772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(6.012772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.912772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.812772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.812772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(6.112772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.812772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.912772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.912772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(6.012772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.712772,1,0.1783062;146)
(5.912772,1,0.1783062;147)|(5.912772,1,0.1783062;146)
(2.812775,1,0.2783062;147)|(2.812775,1,0.2783062;146)
(2.812775,1,0.2783062;147)|(3.012775,1,0.2783062;146)
(2.812775,1,0.2783062;147)|(2.812775,1,0.2783062;146)
(2.812775,1,0.2783062;147)|(2.812775,1,0.2783062;146)
