(-2.387225,1,-1.521694;188)|(-2.387225,1,-1.521694;187)
(-2.387225,1,-1.521694;188)|(-2.487225,1,-1.521694;187)
(-2.387225,1,-1.521694;188)|(-2.487225,1,-1.521694;187)
(-2.387225,1,-1.521694;188)|(-2.387225,1,-1.521694;187)
(-2.387225,1,-1.521694;188)|(-2.387225,1,-1.521694;187)
(-2.387225,1,-1.521694;188)|(-2.487225,1,-1.521694;187)
(-2.487225,1,1.378306;188)|(-2.487225,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.587224,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.487225,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.387225,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.387225,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.487225,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.587224,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.587224,1,1.378306;187)
(-2.487225,1,1.378306;188)|(-2.387225,1,1.378306;187)
(-0.6872246,1,1.978306;188)|(-0.6872246,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.5872246,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.6872246,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.5872246,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.7872247,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.7872247,1,1.978306;187)
(-0.6872246,1,1.978306;188)|(-0.6872246,1,1.978306;187)
(-2.987224,1,-1.821694;188)|(-2.987224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-3.087224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-2.887224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-3.087224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-2.887224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-2.987224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-2.987224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-2.887224,1,-1.821694;187)
(-2.987224,1,-1.821694;188)|(-3.087224,1,-1.821694;187)
(-1.087225,1,2.278306;188)|(-1.087225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.187225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.087225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-0.9872247,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-0.9872247,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.187225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.087225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.187225,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-0.9872247,1,2.278306;187)
(-1.087225,1,2.278306;188)|(-1.087225,1,2.278306;187)
(-5.987221,1,1.778306;188)|(-5.987221,1,1.778306;187)
(-5.987221,1,1.778306;188)|(-5.887221,1,1.778306;187)
(-5.987221,1,1.778306;188)|(-5.987221,1,1.778306;187)
(-5.987221,1,1.778306;188)|(-5.887221,1,1.778306;187)
(-5.987221,1,1.778306;188)|(-6.087221,1,1.778306;187)
(-5.987221,1,1.778306;188)|(-6.087221,1,1.778306;187)
(-2.787224,1,3.178305;188)|(-2.787224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.687224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.787224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.887224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.787224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.787224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.987224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.687224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.587224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.887224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.687224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.887224,1,3.178305;187)
(-2.787224,1,3.178305;188)|(-2.787224,1,3.178305;187)
(-2.787224,1,2.078306;188)|(-2.787224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.687224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.687224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.787224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.887224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.887224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.887224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.787224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.787224,1,2.078306;187)
(-2.787224,1,2.078306;188)|(-2.687224,1,2.078306;187)
(-5.787221,1,2.178306;188)|(-5.787221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.687222,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.787221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.687222,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.787221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.987221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.887221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.587222,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.687222,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.787221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.887221,1,2.178306;187)
(-5.787221,1,2.178306;188)|(-5.887221,1,2.178306;187)
(-2.587224,1,1.678306;188)|(-2.587224,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.687224,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.487225,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.487225,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.687224,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.487225,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.587224,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.687224,1,1.678306;187)
(-2.587224,1,1.678306;188)|(-2.587224,1,1.678306;187)
(-4.587223,1,-3.021693;188)|(-4.587223,1,-3.021693;187)
(-4.587223,1,-3.021693;188)|(-4.687222,1,-3.021693;187)
(-4.587223,1,-3.021693;188)|(-4.587223,1,-3.021693;187)
(-4.587223,1,-3.021693;188)|(-4.487223,1,-3.021693;187)
