(-2.387225,1,-1.521694;170)|(-2.387225,1,-1.521694;169)
(-2.387225,1,-1.521694;170)|(-2.487225,1,-1.521694;169)
(-2.387225,1,-1.521694;170)|(-2.487225,1,-1.521694;169)
(-2.387225,1,-1.521694;170)|(-2.387225,1,-1.521694;169)
(-2.387225,1,-1.521694;170)|(-2.387225,1,-1.521694;169)
(-2.387225,1,-1.521694;170)|(-2.487225,1,-1.521694;169)
(-2.487225,1,1.378306;170)|(-2.487225,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.587224,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.487225,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.387225,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.387225,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.487225,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.587224,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.587224,1,1.378306;169)
(-2.487225,1,1.378306;170)|(-2.387225,1,1.378306;169)
(-0.6872246,1,1.978306;170)|(-0.6872246,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.5872246,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.6872246,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.5872246,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.7872247,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.7872247,1,1.978306;169)
(-0.6872246,1,1.978306;170)|(-0.6872246,1,1.978306;169)
(4.012774,1,-1.521694;170)|(4.012774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(3.912774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(3.912774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(4.112774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(4.112774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(4.012774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(4.112774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(4.012774,1,-1.521694;169)
(4.012774,1,-1.521694;170)|(3.912774,1,-1.521694;169)
(2.812775,1,-1.621694;170)|(2.812775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.812775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.712775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.912775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.912775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.712775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.912775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.712775,1,-1.621694;169)
(2.812775,1,-1.621694;170)|(2.812775,1,-1.621694;169)
(5.912772,1,0.1783062;170)|(5.912772,1,0.1783062;169)
(5.912772,1,0.1783062;170)|(6.012772,1,0.1783062;169)
(5.912772,1,0.1783062;170)|(6.012772,1,0.1783062;169)
